"FTYPE","long","lat","categorization"
"OSM_shopping",145.49273,-37.93605,"FOI_highstreet"
"OSM_shopping",145.04889,-37.72094,"FOI_highstreet"
"OSM_shopping",145.03247,-37.71506,"FOI_highstreet"
"OSM_shopping",144.95995,-37.72033,"FOI_highstreet"
"OSM_shopping",144.83468,-37.71894,"FOI_highstreet"
"OSM_shopping",144.83494,-37.71909,"FOI_highstreet"
"OSM_shopping",144.83468,-37.71896,"FOI_highstreet"
"OSM_shopping",145.0652,-37.74312,"FOI_highstreet"
"OSM_shopping",145.15781,-38.19515,"FOI_highstreet"
"OSM_shopping",144.14202,-37.34373,"FOI_highstreet"
"OSM_shopping",145.28585,-37.86117,"FOI_highstreet"
"OSM_shopping",145.01638,-37.97364,"FOI_highstreet"
"OSM_shopping",144.94649,-37.73917,"FOI_highstreet"
"OSM_shopping",144.93603,-37.74744,"FOI_highstreet"
"OSM_shopping",145.19302,-37.63969,"FOI_highstreet"
"OSM_shopping",145.19355,-37.63895,"FOI_highstreet"
"OSM_shopping",145.14551,-38.14783,"FOI_highstreet"
"OSM_shopping",144.98992,-37.87327,"FOI_highstreet"
"OSM_shopping",144.99168,-37.86841,"FOI_highstreet"
"OSM_shopping",145.25617,-38.05151,"FOI_highstreet"
"OSM_shopping",144.33805,-38.20637,"FOI_highstreet"
"OSM_shopping",144.31873,-38.19857,"FOI_highstreet"
"OSM_shopping",145.08314,-37.92207,"FOI_highstreet"
"OSM_shopping",144.99289,-37.91339,"FOI_highstreet"
"OSM_shopping",145.20939,-38.01365,"FOI_highstreet"
"OSM_shopping",145.10576,-37.99584,"FOI_highstreet"
"OSM_shopping",145.07586,-37.99314,"FOI_highstreet"
"OSM_shopping",145.07831,-37.94952,"FOI_highstreet"
"OSM_shopping",144.33166,-38.12997,"FOI_highstreet"
"OSM_shopping",144.71777,-38.17125,"FOI_highstreet"
"OSM_shopping",144.94565,-37.83468,"FOI_highstreet"
"OSM_shopping",144.96031,-37.79718,"FOI_highstreet"
"OSM_shopping",144.96179,-37.76775,"FOI_highstreet"
"OSM_shopping",145.12561,-38.37309,"FOI_highstreet"
"OSM_shopping",145.12449,-38.3732,"FOI_highstreet"
"OSM_shopping",145.17821,-38.33658,"FOI_highstreet"
"OSM_shopping",145.17746,-38.33632,"FOI_highstreet"
"OSM_shopping",145.34472,-38.03137,"FOI_highstreet"
"OSM_shopping",145.34596,-38.03152,"FOI_highstreet"
"OSM_shopping",145.34636,-38.03098,"FOI_highstreet"
"OSM_shopping",145.23305,-38.20182,"FOI_highstreet"
"OSM_shopping",144.78978,-37.75824,"FOI_highstreet"
"OSM_shopping",144.97432,-37.4708,"FOI_highstreet"
"OSM_shopping",144.96614,-37.80424,"FOI_highstreet"
"OSM_shopping",145.07714,-37.86298,"FOI_highstreet"
"OSM_shopping",145.22746,-37.82923,"FOI_highstreet"
"OSM_shopping",144.86107,-37.7934,"FOI_highstreet"
"OSM_shopping",145.1648,-37.83609,"FOI_highstreet"
"OSM_shopping",145.0794,-37.86351,"FOI_highstreet"
"OSM_shopping",145.07866,-37.86318,"FOI_highstreet"
"OSM_shopping",145.07748,-37.86302,"FOI_highstreet"
"OSM_shopping",145.08003,-37.86358,"FOI_highstreet"
"OSM_shopping",145.08011,-37.86358,"FOI_highstreet"
"OSM_shopping",145.11747,-38.02241,"FOI_highstreet"
"OSM_shopping",144.96066,-37.83262,"FOI_highstreet"
"OSM_shopping",144.98945,-37.78957,"FOI_highstreet"
"OSM_shopping",144.9627,-37.83937,"FOI_highstreet"
"OSM_shopping",144.96568,-37.83414,"FOI_highstreet"
"OSM_shopping",144.98734,-37.79981,"FOI_highstreet"
"OSM_shopping",144.96706,-37.81789,"FOI_highstreet"
"OSM_shopping",144.97175,-37.82819,"FOI_highstreet"
"OSM_shopping",144.96953,-37.83094,"FOI_highstreet"
"OSM_shopping",145.25682,-37.79651,"FOI_highstreet"
"OSM_shopping",144.96057,-37.81522,"FOI_highstreet"
"OSM_shopping",145.23814,-38.45629,"FOI_highstreet"
"OSM_shopping",144.9569,-37.83008,"FOI_highstreet"
"OSM_shopping",145.23269,-38.202,"FOI_highstreet"
"OSM_shopping",144.97104,-37.83027,"FOI_highstreet"
"OSM_shopping",145.07704,-37.98375,"FOI_highstreet"
"OSM_shopping",144.89821,-37.85873,"FOI_highstreet"
"OSM_shopping",145.67563,-38.07522,"FOI_highstreet"
"OSM_shopping",145.70583,-38.07722,"FOI_highstreet"
"OSM_shopping",145.08569,-38.00631,"FOI_highstreet"
"OSM_shopping",145.3141,-37.78502,"FOI_highstreet"
"OSM_shopping",145.31159,-37.7853,"FOI_highstreet"
"OSM_shopping",145.31419,-37.78572,"FOI_highstreet"
"OSM_shopping",145.07044,-37.72702,"FOI_highstreet"
"OSM_shopping",144.96617,-37.80619,"FOI_highstreet"
"OSM_shopping",144.96593,-37.80741,"FOI_highstreet"
"OSM_shopping",145.10219,-38.02654,"FOI_highstreet"
"OSM_shopping",145.33291,-38.0544,"FOI_highstreet"
"OSM_shopping",144.97371,-37.83358,"FOI_highstreet"
"OSM_shopping",144.97505,-37.83583,"FOI_highstreet"
"OSM_shopping",144.97469,-37.83525,"FOI_highstreet"
"OSM_shopping",144.97587,-37.83561,"FOI_highstreet"
"OSM_shopping",145.90984,-37.23308,"FOI_highstreet"
"OSM_shopping",145.08151,-37.86351,"FOI_highstreet"
"OSM_shopping",144.97321,-37.80858,"FOI_highstreet"
"OSM_shopping",145.14027,-37.80867,"FOI_highstreet"
"OSM_shopping",145.36963,-37.88409,"FOI_highstreet"
"OSM_shopping",145.40735,-37.87459,"FOI_highstreet"
"OSM_shopping",145.40704,-37.87473,"FOI_highstreet"
"OSM_shopping",145.4068,-37.87451,"FOI_highstreet"
